Unnamed: 0,Unnamed: 0.1,carat,depth,table,price,x,y,z,color,clarity,label
17638,17638,1.36,61.9,56.0,7104,7.17,7.08,4.41,I,VS2,Premium
43679,43679,0.5,63.3,57.0,1436,5.01,5.07,3.19,F,VS2,Good
28352,28352,0.41,63.2,57.0,667,4.69,4.74,2.98,E,SI1,Very Good
14602,14602,1.24,61.4,58.0,5889,6.94,6.9,4.25,F,SI2,Premium
22862,22862,1.63,57.7,60.0,10901,7.71,7.79,4.47,F,SI1,Good
23180,23180,1.6,62.4,61.0,11189,7.43,7.4,4.63,G,SI1,Premium
25776,25776,2.01,63.0,60.0,14745,7.92,7.99,5.01,G,SI2,Good
20871,20871,1.14,61.7,56.0,9090,6.67,6.71,4.13,G,VS1,Ideal
10828,10828,1.02,62.4,55.0,4870,6.41,6.46,4.02,H,SI2,Ideal
1534,1534,0.77,62.5,56.0,3000,5.87,5.91,3.68,E,SI1,Ideal
44408,44408,0.51,60.9,56.0,1585,5.16,5.19,3.15,E,SI1,Ideal
6386,6386,0.25,63.1,56.0,576,4.0,4.05,2.54,E,VVS2,Good
11064,11064,0.34,63.9,56.0,596,4.44,4.48,2.85,E,SI1,Good
18591,18591,1.51,63.1,56.0,7585,7.27,7.22,4.57,G,SI1,Very Good
34768,34768,0.41,62.9,58.0,876,4.75,4.72,2.98,E,SI2,Premium
28908,28908,0.3,63.5,56.0,684,4.29,4.34,2.74,G,VVS2,Good
13178,13178,1.11,61.7,58.0,5450,6.64,6.69,4.11,H,VS2,Premium
10380,10380,0.29,64.7,62.0,592,4.14,4.11,2.67,D,VS2,Fair
40289,40289,0.3,61.9,55.0,496,4.28,4.31,2.66,H,VS2,Ideal
30748,30748,0.34,62.2,54.0,740,4.48,4.53,2.8,H,VVS1,Ideal
15909,15909,1.04,60.2,58.0,6360,6.65,6.64,4.0,G,VS1,Premium
25090,25090,2.01,60.4,59.0,13619,8.1,8.15,4.91,J,VS2,Premium
12941,12941,1.2,62.2,56.0,5385,6.74,6.84,4.22,G,SI2,Ideal
30463,30463,0.41,64.0,59.0,732,4.71,4.64,2.99,J,VS2,Good
33088,33088,0.37,61.6,55.0,815,4.62,4.66,2.86,G,VVS2,Ideal
40319,40319,0.4,60.5,57.0,1125,4.8,4.76,2.89,D,VS2,Ideal
39543,39543,0.4,62.0,57.0,1080,4.74,4.68,2.92,F,VS2,Ideal
36591,36591,0.5,60.7,57.0,947,5.11,5.13,3.11,J,SI2,Very Good
4163,4163,0.75,61.1,55.0,3551,5.85,5.9,3.59,F,VVS2,Very Good
6503,6503,0.9,61.8,56.0,4064,6.18,6.16,3.81,H,VS1,Premium
11987,11987,1.03,60.3,58.0,5143,6.57,6.62,3.98,G,SI1,Ideal
17233,17233,1.13,62.7,56.0,6891,6.61,6.65,4.16,G,VS2,Ideal
35042,35042,0.32,62.3,54.0,883,4.39,4.4,2.74,G,IF,Ideal
36342,36342,0.32,61.7,56.0,936,4.41,4.37,2.71,G,VVS1,Ideal
20600,20600,1.01,59.9,58.0,8905,6.54,6.49,3.9,F,VVS2,Premium
26958,26958,2.5,62.8,57.0,17028,8.58,8.65,5.41,J,SI1,Very Good
52178,52178,0.7,62.9,63.0,2475,5.64,5.59,3.53,D,SI1,Very Good
31097,31097,0.41,59.3,59.0,753,4.86,4.89,2.89,E,SI1,Very Good
39372,39372,0.41,59.7,60.0,1074,4.83,4.85,2.89,G,VVS1,Premium
4156,4156,0.85,61.9,56.0,3548,6.08,6.1,3.77,I,VS1,Ideal
44773,44773,0.54,62.8,57.0,1621,5.25,5.2,3.28,F,VS2,Ideal
14395,14395,0.3,63.4,57.0,605,4.21,4.24,2.68,H,VVS2,Good
31808,31808,0.43,61.9,56.0,774,4.84,4.85,3.0,F,VS1,Ideal
5057,5057,0.31,61.4,57.0,574,4.35,4.38,2.68,G,VS2,Ideal
22556,22556,1.11,61.9,57.0,10602,6.66,6.62,4.11,F,VVS1,Ideal
16423,16423,1.22,61.6,57.0,6559,6.89,6.81,4.22,G,SI1,Ideal
41730,41730,0.41,61.0,56.0,1243,4.82,4.79,2.93,E,VVS2,Ideal
7861,7861,1.13,61.7,57.0,4307,6.59,6.7,4.13,I,SI2,Ideal
37259,37259,0.31,61.9,58.0,977,4.39,4.36,2.71,F,IF,Premium
43576,43576,0.41,60.7,57.0,1431,4.85,4.8,2.93,E,VVS1,Ideal
14522,14522,1.0,64.0,59.0,5864,6.29,6.25,4.03,F,VS2,Good
18824,18824,0.9,61.3,59.0,7711,6.18,6.12,3.77,D,VVS1,Premium
29717,29717,0.31,62.4,56.0,707,4.33,4.36,2.71,G,VVS2,Ideal
19401,19401,1.53,63.7,58.0,8062,7.31,7.27,4.64,I,SI2,Ideal
15363,15363,0.3,61.5,56.0,605,4.28,4.34,2.65,G,VS1,Ideal
32570,32570,0.38,62.1,57.0,800,4.61,4.67,2.88,F,VS2,Ideal
16997,16997,1.01,63.1,58.0,6787,6.4,6.35,4.02,F,VS2,Very Good
51795,51795,0.7,63.0,61.0,2415,5.64,5.51,3.51,E,VS2,Premium
41915,41915,0.58,62.4,55.0,1262,5.32,5.36,3.33,H,SI1,Very Good
50829,50829,0.67,58.1,62.0,2309,5.76,5.83,3.36,F,VS2,Good
53911,53911,0.57,59.8,60.0,2753,5.43,5.38,3.23,E,IF,Premium
48124,48124,0.54,62.0,56.0,1939,5.17,5.25,3.23,E,VS1,Ideal
50325,50325,0.63,59.9,57.0,2241,5.57,5.62,3.35,G,VS1,Very Good
52622,52622,0.33,60.6,56.0,550,4.46,4.49,2.71,F,SI1,Ideal
18166,18166,1.51,63.9,63.0,7365,7.2,7.17,4.59,I,SI1,Good
20948,20948,1.22,60.7,57.0,9166,6.94,6.93,4.21,G,VS1,Ideal
46788,46788,0.5,58.2,61.0,1806,5.19,5.22,3.03,E,VS1,Good
39660,39660,0.42,61.8,56.0,1087,4.84,4.81,2.98,G,VS2,Ideal
24697,24697,0.3,62.9,58.0,638,4.26,4.29,2.69,G,VVS2,Very Good
25563,25563,2.35,60.7,60.0,14399,8.64,8.6,5.23,J,VS1,Premium
45447,45447,0.52,58.3,61.0,1673,5.26,5.31,3.08,E,VS2,Good
24032,24032,0.4,61.5,58.0,633,4.73,4.76,2.92,J,VS1,Ideal
21346,21346,1.23,61.3,60.0,9489,6.94,6.9,4.24,F,VS1,Premium
44942,44942,0.55,60.1,55.0,1634,5.33,5.37,3.22,G,VS2,Ideal
14667,14667,1.51,66.9,57.0,5919,7.13,7.09,4.75,H,SI2,Fair
35282,35282,0.3,60.9,59.0,473,4.35,4.32,2.64,H,SI2,Premium
17308,17308,1.05,62.0,56.0,6936,6.47,6.53,4.03,G,VS1,Ideal
30228,30228,0.33,61.7,60.0,723,4.4,4.45,2.73,E,VS2,Premium
18754,18754,1.01,63.2,59.0,7665,6.38,6.34,4.02,G,VVS2,Very Good
42551,42551,0.53,63.3,56.0,1326,5.13,5.17,3.26,E,SI1,Very Good
43769,43769,0.54,63.2,55.0,1439,5.24,5.2,3.3,H,VS2,Very Good
26971,26971,2.27,59.3,61.0,17051,8.47,8.55,5.05,J,VS1,Good
46292,46292,0.3,61.4,54.0,526,4.31,4.36,2.66,G,VS2,Very Good
27567,27567,2.01,60.1,61.0,18374,8.04,8.12,4.86,G,SI1,Good
10333,10333,1.01,58.6,58.0,4766,6.52,6.58,3.84,E,SI1,Very Good
32827,32827,0.33,59.7,59.0,806,4.48,4.53,2.69,G,VVS2,Very Good
22815,22815,1.28,61.2,54.0,10839,7.03,7.06,4.31,G,VVS2,Ideal
15086,15086,1.05,59.3,58.0,6063,6.68,6.74,3.98,D,SI1,Very Good
24472,24472,1.52,60.9,61.0,12738,7.41,7.38,4.5,G,VS2,Premium
21533,21533,1.22,62.2,57.0,9633,6.85,6.81,4.25,F,VS1,Ideal
25526,25526,1.61,61.9,55.0,14341,7.58,7.55,4.68,G,VS1,Ideal
4282,4282,1.0,60.0,62.0,3584,6.53,6.51,3.91,H,SI2,Premium
32559,32559,0.4,61.6,57.0,800,4.71,4.74,2.91,H,VS2,Ideal
53809,53809,0.7,61.4,56.0,2733,5.72,5.75,3.52,H,VS2,Ideal
24173,24173,1.33,61.7,58.0,12345,7.04,7.07,4.35,G,VVS2,Ideal
1277,1277,0.71,62.4,57.0,2950,5.68,5.73,3.56,G,VS1,Ideal
32889,32889,0.36,60.9,60.0,810,4.61,4.56,2.79,E,SI1,Premium
25498,25498,1.52,61.2,60.0,14293,7.37,7.4,4.52,G,VS1,Premium
29008,29008,0.34,61.2,59.0,686,4.47,4.52,2.75,F,VS2,Premium
47993,47993,0.32,62.2,55.0,533,4.4,4.44,2.75,J,IF,Ideal
37327,37327,0.4,61.3,59.0,980,4.78,4.74,2.92,G,VVS2,Premium
29178,29178,0.3,62.1,57.0,694,4.25,4.28,2.65,F,VVS2,Ideal
46026,46026,0.57,61.8,57.0,1728,5.32,5.3,3.28,G,VS2,Ideal
21246,21246,1.21,61.3,56.0,9397,6.86,6.91,4.22,F,VS2,Ideal
51454,51454,0.72,62.8,57.0,2376,5.74,5.7,3.59,H,VS2,Ideal
49812,49812,0.71,59.9,65.0,2165,5.71,5.74,3.43,I,SI1,Good
23308,23308,1.41,62.1,59.0,11347,7.1,7.06,4.4,G,VS1,Premium
9947,9947,1.01,60.4,60.0,4694,6.52,6.46,3.92,D,SI2,Premium
44757,44757,0.52,61.8,55.4,1620,5.13,5.17,3.18,F,VS2,Ideal
36502,36502,0.41,61.5,55.0,945,4.79,4.81,2.95,H,VVS1,Ideal
51321,51321,0.31,61.1,59.0,544,4.35,4.36,2.66,H,VS1,Premium
42405,42405,0.57,63.1,54.0,1309,5.3,5.28,3.34,H,SI1,Very Good
42078,42078,0.52,57.9,61.0,1273,5.28,5.33,3.07,F,SI2,Very Good
8714,8714,0.37,61.4,55.0,586,4.63,4.68,2.86,G,SI1,Ideal
33489,33489,0.32,62.3,56.0,828,4.4,4.37,2.73,F,VS2,Ideal
43802,43802,0.58,61.2,57.0,1442,5.4,5.36,3.29,D,SI2,Ideal
10619,10619,1.1,60.7,58.0,4829,6.77,6.65,4.07,E,SI2,Premium
8937,8937,1.01,62.8,60.0,4497,6.4,6.33,4.0,F,SI2,Premium
6225,6225,1.0,59.1,61.0,4004,6.39,6.44,3.79,E,SI2,Very Good
50443,50443,0.58,61.8,56.0,2263,5.37,5.41,3.33,F,VVS2,Ideal
53585,53585,0.88,62.5,56.0,2699,6.06,6.19,3.83,I,SI1,Very Good
7684,7684,0.96,60.0,61.0,4274,6.36,6.32,3.81,D,SI2,Premium
14344,14344,1.22,61.1,57.0,5807,6.9,5.92,4.22,H,SI2,Ideal
40415,40415,0.63,59.9,64.0,1134,5.63,5.58,3.36,J,SI1,Good
18413,18413,1.25,61.6,56.0,7485,6.91,6.95,4.27,I,VS1,Ideal
17324,17324,1.22,61.4,57.0,6947,6.89,6.85,4.22,H,VS2,Ideal
24135,24135,1.5,62.5,59.0,12308,7.32,7.28,4.56,G,VS2,Premium
31392,31392,0.3,62.5,54.0,763,4.29,4.32,2.69,E,VVS1,Ideal
3919,3919,1.02,61.8,58.0,3496,6.47,6.4,3.98,G,SI2,Premium
41388,41388,0.42,60.6,57.0,1221,4.85,4.82,2.93,F,VVS2,Ideal
29491,29491,0.32,61.9,56.0,702,4.35,4.4,2.71,F,VS1,Ideal
4353,4353,1.13,61.1,56.0,3603,6.71,6.77,4.12,H,I1,Ideal
9393,9393,1.0,64.1,60.0,4586,6.25,6.19,3.99,F,SI1,Good
10521,10521,1.04,61.4,56.0,4804,6.5,6.56,4.01,E,SI2,Ideal
42,42,0.26,65.2,56.0,403,3.99,4.02,2.61,D,VS2,Good
12833,12833,1.5,61.3,59.0,5351,7.38,7.33,4.51,J,SI2,Premium
24000,24000,1.9,60.9,55.0,12165,8.0,8.06,4.89,I,SI2,Ideal
50936,50936,0.51,61.3,55.0,2320,5.14,5.16,3.16,E,VVS2,Very Good
24339,24339,2.01,62.9,55.0,12606,8.07,8.0,5.05,I,SI1,Ideal
18058,18058,0.34,61.4,55.0,616,4.51,4.54,2.78,G,VS2,Ideal
52066,52066,0.79,60.8,57.0,2453,5.99,5.96,3.63,G,SI2,Ideal
36830,36830,0.3,61.3,58.0,957,4.28,4.33,2.64,E,IF,Ideal
7231,7231,1.01,63.0,54.0,4194,6.35,6.41,4.02,J,SI1,Very Good
47963,47963,0.52,61.2,58.0,1919,5.2,5.16,3.17,D,VS2,Premium
42879,42879,0.53,60.3,57.0,1359,5.21,5.24,3.15,F,SI1,Ideal
35143,35143,0.38,61.2,57.0,889,4.67,4.64,2.85,F,VS2,Ideal
50669,50669,0.31,61.6,59.0,544,4.31,4.33,2.66,I,VVS2,Very Good
14843,14843,1.02,63.1,57.0,5977,6.38,6.44,4.04,H,VS1,Very Good
27566,27566,2.4,62.0,55.0,18374,8.57,8.6,5.32,H,SI2,Ideal
48631,48631,0.34,62.3,60.0,536,4.49,4.46,2.79,J,VS2,Premium
42160,42160,0.38,60.2,58.0,1284,4.73,4.7,2.84,F,IF,Very Good
13338,13338,1.19,58.8,58.0,5504,7.04,6.9,4.1,D,SI2,Premium
39088,39088,0.48,62.1,56.0,1061,5.01,5.04,3.12,I,VVS2,Ideal
44258,44258,0.54,59.6,59.0,1574,5.34,5.3,3.17,G,SI1,Ideal
25436,25436,1.54,62.8,58.0,14188,7.33,7.29,4.59,F,VS2,Premium
26286,26286,1.51,60.9,57.0,15776,7.42,7.45,4.53,D,VS2,Ideal
646,646,0.73,61.3,57.0,2843,5.81,5.84,3.57,G,VVS2,Ideal
6297,6297,0.65,61.8,57.0,4022,5.54,5.56,3.43,D,VVS1,Ideal
29019,29019,0.31,60.9,56.0,687,4.4,4.43,2.69,G,VVS2,Ideal
20709,20709,0.31,61.3,59.0,625,4.31,4.34,2.65,F,VS2,Premium
11550,11550,1.07,60.9,57.0,5031,6.61,6.68,4.05,H,SI1,Ideal
32074,32074,0.32,61.4,55.0,781,4.43,4.46,2.73,F,VS2,Ideal
48585,48585,0.54,61.1,57.0,1993,5.29,5.19,3.2,D,VS2,Ideal
29855,29855,0.3,62.3,54.0,710,4.29,4.34,2.69,D,VS2,Ideal
984,984,0.77,61.3,60.0,2896,5.81,5.91,3.59,G,VS2,Very Good
9470,9470,1.0,61.8,55.0,4602,6.41,6.44,3.97,I,SI1,Ideal
37377,37377,0.4,61.4,58.0,982,4.73,4.75,2.91,F,VS1,Premium
24120,24120,1.52,57.8,59.0,12283,7.58,7.5,4.36,F,VS2,Good
36163,36163,0.38,62.3,53.6,929,4.65,4.67,2.9,G,VVS2,Ideal
52947,52947,0.7,62.5,57.0,2593,5.64,5.68,3.54,E,VS2,Very Good
14748,14748,1.14,61.7,57.0,5937,6.73,6.68,4.14,H,VS2,Ideal
38127,38127,0.3,61.7,57.0,1013,4.32,4.3,2.66,G,VVS1,Ideal
35231,35231,0.58,65.8,56.0,893,5.23,5.12,3.41,F,I1,Fair
1671,1671,0.7,61.8,55.0,3026,5.69,5.74,3.53,G,VS2,Very Good
40177,40177,0.5,60.5,56.0,1118,5.17,5.19,3.14,F,SI2,Ideal
43706,43706,0.61,62.9,56.6,1437,5.38,5.45,3.4,F,SI2,Very Good
33483,33483,0.32,61.1,58.0,828,4.42,4.39,2.69,F,VS2,Premium
10354,10354,1.04,61.5,59.0,4770,6.53,6.47,4.0,F,SI1,Premium
9822,9822,1.01,63.5,60.0,4672,6.33,6.3,4.01,G,SI1,Very Good
36284,36284,0.34,62.0,56.0,477,4.45,4.48,2.77,E,SI2,Ideal
25859,25859,2.27,62.5,59.0,14937,8.45,8.39,5.26,I,SI2,Premium
49416,49416,0.6,62.8,61.0,2106,5.41,5.33,3.37,D,SI1,Premium
52149,52149,0.71,61.5,56.0,2471,5.71,5.75,3.53,H,SI1,Very Good
7409,7409,0.33,60.6,60.0,579,4.41,4.44,2.68,E,SI1,Very Good
11592,11592,1.11,59.9,57.0,5042,6.72,6.74,4.03,D,SI2,Very Good
51849,51849,0.7,61.3,59.0,2423,5.74,5.68,3.5,F,SI1,Premium
21067,21067,1.29,61.3,57.0,9243,6.99,7.07,4.31,G,VS2,Ideal
6051,6051,0.32,63.0,56.0,576,4.42,4.38,2.77,I,VS2,Ideal
3952,3952,0.7,61.0,56.0,3504,5.74,5.78,3.52,E,VS2,Ideal
23038,23038,0.33,62.0,57.0,631,4.46,4.45,2.76,D,SI2,Ideal
33886,33886,0.3,62.8,56.0,844,4.32,4.28,2.7,E,VS2,Ideal
16701,16701,0.3,62.6,55.0,421,4.28,4.32,2.69,H,SI1,Ideal
48718,48718,0.56,61.5,58.0,2011,5.33,5.28,3.26,D,VS2,Premium
52838,52838,0.74,59.5,58.0,2574,5.95,5.89,3.52,G,VS1,Premium
40836,40836,0.4,61.7,56.0,1172,4.72,4.74,2.92,D,VS2,Ideal
31925,31925,0.3,63.4,58.0,776,4.25,4.23,2.69,G,VS1,Very Good
28224,28224,0.33,62.1,55.0,666,4.45,4.47,2.77,F,VS2,Ideal
43384,43384,0.5,60.1,57.0,1410,5.14,5.27,3.13,E,SI1,Ideal
14551,14551,1.0,61.3,61.0,5880,6.52,6.39,3.96,D,SI1,Premium
15262,15262,1.11,61.3,56.0,6129,6.68,6.74,4.12,D,SI2,Ideal
5211,5211,0.72,60.9,56.0,3780,5.83,5.77,3.53,F,VVS2,Ideal
27798,27798,0.37,60.8,57.0,649,4.61,4.66,2.82,G,VS2,Ideal
51376,51376,0.62,60.3,59.0,2367,5.52,5.55,3.34,H,IF,Very Good
21626,21626,1.53,62.6,57.0,9716,7.37,7.33,4.6,F,SI2,Premium
15103,15103,1.14,60.9,56.0,6070,6.75,6.81,4.13,D,SI1,Ideal
14081,14081,1.01,63.5,57.0,5713,6.38,6.31,4.03,F,SI1,Very Good
32716,32716,0.31,61.4,62.0,802,4.34,4.32,2.66,F,VS2,Premium
40663,40663,0.51,59.8,57.0,1154,5.22,5.25,3.13,H,SI1,Ideal
19032,19032,0.3,61.4,56.0,621,4.33,4.36,2.67,E,VS2,Ideal
38159,38159,0.34,62.0,56.0,1014,4.48,4.52,2.79,E,VVS1,Ideal
49095,49095,0.71,60.2,58.0,2063,5.76,5.83,3.49,I,SI1,Very Good
39962,39962,0.52,62.9,58.0,1105,5.14,5.04,3.2,I,SI1,Premium
40472,40472,0.38,62.4,59.0,1140,4.63,4.6,2.88,D,VS1,Premium
35137,35137,0.39,61.3,61.0,889,4.66,4.7,2.87,E,VS2,Very Good
45229,45229,0.46,62.6,55.0,1657,4.92,4.95,3.09,E,VVS2,Ideal
38507,38507,0.5,65.5,54.0,1031,5.06,4.92,3.25,F,SI2,Fair
11089,11089,1.0,63.8,53.0,4928,6.35,6.4,4.07,D,SI1,Good
53797,53797,0.72,61.3,56.0,2731,5.77,5.81,3.55,E,SI1,Ideal
16479,16479,1.2,62.3,59.0,6586,6.84,6.75,4.23,G,SI1,Premium
46114,46114,0.48,59.3,58.0,1743,5.09,5.13,3.03,D,VS1,Good
39953,39953,0.33,63.2,57.0,492,4.39,4.44,2.79,G,SI1,Good
43832,43832,0.59,60.3,59.0,1445,5.41,5.43,3.27,I,VS2,Very Good
20217,20217,1.09,62.9,57.0,8650,6.52,6.58,4.12,G,IF,Very Good
40328,40328,0.53,63.0,60.0,1127,5.11,5.14,3.23,E,SI2,Good
24908,24908,1.06,62.0,57.0,13344,6.49,6.54,4.04,E,IF,Ideal
3537,3537,0.7,62.5,60.0,3410,5.67,5.62,3.53,D,VS1,Premium
19982,19982,1.03,61.3,57.0,8527,6.53,6.49,3.99,F,VVS2,Premium
17934,17934,1.48,62.3,58.0,7244,7.18,7.23,4.49,H,SI2,Very Good
33868,33868,0.3,61.5,55.0,844,4.34,4.31,2.66,E,VS2,Ideal
45348,45348,0.59,62.9,57.0,1664,5.33,5.36,3.36,E,SI1,Very Good
1457,1457,0.76,62.1,56.0,2978,5.85,5.88,3.64,E,SI2,Ideal
47090,47090,0.4,61.7,55.0,1824,4.76,4.74,2.93,E,VVS1,Ideal
45309,45309,0.26,64.0,57.0,524,4.03,4.06,2.59,F,VVS1,Good
14660,14660,1.05,61.7,55.0,5917,6.5,6.56,4.03,G,VS2,Very Good
45951,45951,0.56,60.6,59.0,1723,5.34,5.36,3.24,D,SI1,Premium
45029,45029,0.54,60.5,57.0,1637,5.3,5.28,3.2,E,SI1,Ideal
23705,23705,0.36,61.6,56.0,631,4.56,4.59,2.82,E,SI1,Ideal
36229,36229,0.38,62.4,54.0,933,4.64,4.68,2.91,F,VS1,Ideal
50469,50469,0.71,61.2,61.0,2266,5.66,5.71,3.48,G,SI1,Very Good
31784,31784,0.42,60.0,59.0,773,4.85,4.88,2.92,F,SI1,Premium
37154,37154,0.32,61.0,56.0,972,4.46,4.42,2.71,D,VS2,Ideal
21827,21827,1.52,63.8,60.0,9898,7.24,7.3,4.64,H,SI1,Good
6783,6783,1.13,64.4,58.0,4113,6.59,6.51,4.22,H,SI2,Fair
26026,26026,0.32,61.2,57.0,645,4.4,4.43,2.7,G,VS1,Ideal
17956,17956,2.31,67.4,56.0,7257,8.05,7.99,5.41,G,I1,Fair
17021,17021,1.01,60.3,56.0,6794,6.56,6.5,3.94,F,VS2,Ideal
26349,26349,0.32,60.6,59.0,645,4.4,4.44,2.68,F,VS2,Premium
6933,6933,1.32,65.8,55.0,4140,6.87,6.83,4.51,H,I1,Fair
4363,4363,0.9,63.9,58.0,3604,6.12,6.08,3.9,F,SI1,Good
22352,22352,0.31,62.2,53.0,628,4.43,4.38,2.74,H,VS2,Ideal
23734,23734,2.01,63.4,60.0,11780,7.97,7.89,5.03,H,SI2,Very Good
24006,24006,1.63,62.3,54.7,12174,7.49,7.52,4.69,I,VVS2,Ideal
2923,2923,1.03,58.4,60.0,3288,6.6,6.58,3.85,I,SI1,Premium
42786,42786,0.51,59.4,61.0,1349,5.26,5.21,3.11,F,SI1,Premium
12249,12249,1.05,59.7,56.0,5204,6.67,6.64,3.97,G,SI1,Ideal
26659,26659,2.46,62.3,57.0,16466,8.66,8.57,5.37,J,SI2,Ideal
10927,10927,1.04,62.0,55.0,4892,6.51,6.48,4.03,E,SI2,Ideal
53351,53351,0.7,62.0,60.0,2657,5.7,5.59,3.5,E,VS2,Premium
1345,1345,0.63,62.6,56.0,2962,5.47,5.49,3.43,D,VVS2,Ideal
21169,21169,1.7,61.3,59.0,9330,7.69,7.59,4.68,I,VS2,Premium
46586,46586,0.55,62.0,57.0,1786,5.25,5.3,3.27,G,VS1,Very Good
27998,27998,0.3,62.4,59.0,658,4.26,4.3,2.67,E,VS2,Premium
33858,33858,0.3,60.2,57.0,844,4.38,4.36,2.63,E,VS2,Ideal
34520,34520,0.33,62.1,58.0,868,4.4,4.43,2.74,G,VVS1,Premium
38332,38332,0.32,61.3,57.0,1020,4.43,4.38,2.7,E,VVS1,Ideal
920,920,0.72,62.0,56.0,2879,5.76,5.73,3.56,F,VS1,Ideal
52202,52202,0.7,63.1,58.0,2479,5.65,5.61,3.55,G,VS2,Very Good
52447,52447,0.78,63.0,57.0,2515,5.85,5.9,3.7,F,SI2,Very Good
36492,36492,0.41,63.4,58.0,943,4.77,4.66,2.99,H,VS2,Very Good
48352,48352,0.74,62.0,53.0,1962,5.85,5.74,3.6,H,SI2,Fair
13681,13681,1.01,62.6,58.0,5599,6.32,6.3,3.95,E,SI1,Premium
33049,33049,0.3,61.6,55.0,814,4.33,4.37,2.68,F,VVS1,Ideal
19537,19537,1.06,61.1,58.0,8170,6.53,6.57,4.0,G,VVS1,Premium
31439,31439,0.43,59.0,60.0,765,4.9,4.96,2.91,E,SI2,Very Good
43780,43780,0.47,61.3,56.0,1441,5.03,5.05,3.09,G,VVS1,Ideal
26432,26432,2.01,62.3,59.0,15965,8.02,8.1,5.02,I,VS2,Very Good
25032,25032,0.27,62.8,56.0,641,4.12,4.16,2.6,G,VVS2,Ideal
50862,50862,0.71,62.2,58.0,2313,5.68,5.73,3.55,E,SI2,Very Good
3575,3575,0.78,60.9,57.0,3420,5.94,5.88,3.59,E,VS1,Very Good
29565,29565,0.41,63.3,58.0,705,4.71,4.74,2.99,F,SI1,Good
30979,30979,0.37,61.2,60.0,746,4.59,4.63,2.82,F,VS2,Very Good
33634,33634,0.37,61.9,56.0,833,4.6,4.57,2.84,E,SI1,Ideal
13195,13195,1.27,61.8,60.0,5455,6.9,6.94,4.28,J,VS2,Very Good
22692,22692,0.38,62.6,59.0,630,4.6,4.64,2.89,I,VVS1,Very Good
875,875,0.76,62.0,58.0,2873,5.8,5.86,3.62,F,VS2,Very Good
27562,27562,2.06,60.3,56.0,18371,8.29,8.25,4.99,D,SI2,Ideal
14414,14414,1.08,63.8,59.0,5821,6.39,6.47,4.1,D,SI1,Good
49626,49626,0.3,62.9,56.0,540,4.31,4.28,2.7,H,SI1,Premium
42521,42521,0.45,60.1,58.0,1323,4.97,4.95,2.98,G,VVS1,Premium
43277,43277,0.3,63.7,54.0,506,4.25,4.23,2.7,G,SI2,Good
23292,23292,2.0,58.5,68.0,11322,8.26,8.15,4.8,I,VS1,Fair
41386,41386,0.42,61.3,57.0,1221,4.82,4.8,2.95,F,VVS2,Ideal
25074,25074,1.5,60.2,58.0,13596,7.38,7.41,4.45,G,VS1,Very Good
3409,3409,0.3,62.1,57.0,568,4.27,4.3,2.66,F,VS2,Ideal
34803,34803,0.31,61.8,55.0,877,4.36,4.34,2.69,D,VS1,Ideal
9164,9164,1.02,61.5,58.0,4541,6.49,6.42,3.97,F,SI2,Premium
48571,48571,0.71,64.1,58.0,1993,5.61,5.65,3.61,J,VS1,Very Good
19772,19772,1.51,61.1,59.0,8342,7.4,7.37,4.51,I,SI1,Ideal
22012,22012,1.19,61.1,57.0,10079,6.84,6.87,4.19,D,VS1,Ideal
8807,8807,1.31,60.7,58.0,4475,7.11,7.06,4.3,J,SI1,Premium
1807,1807,0.7,62.9,60.0,3054,5.62,5.67,3.55,D,VS1,Very Good
25625,25625,1.0,60.7,56.0,14498,6.47,6.54,3.95,D,VVS1,Ideal
41003,41003,0.39,60.8,58.0,1183,4.72,4.76,2.88,E,VVS1,Ideal
34082,34082,0.36,61.6,57.0,852,4.54,4.58,2.81,E,VS1,Ideal
11662,11662,1.02,62.8,55.0,5055,6.46,6.38,4.03,D,SI2,Premium
23885,23885,1.52,61.2,58.0,11979,7.48,7.41,4.56,H,VVS2,Premium
44169,44169,0.53,62.3,55.0,1566,5.17,5.2,3.23,F,VS2,Ideal
49050,49050,0.7,58.1,60.0,2056,5.81,5.79,3.37,G,SI2,Premium
8456,8456,1.08,62.2,57.0,4413,6.6,6.56,4.09,H,SI1,Ideal
26221,26221,1.53,60.8,61.0,15619,7.31,7.39,4.47,F,VS1,Good
8748,8748,1.06,61.7,59.5,4465,6.51,6.53,4.02,H,SI2,Very Good
41318,41318,0.57,59.4,58.0,1214,5.39,5.42,3.21,G,SI2,Very Good
29452,29452,0.3,61.5,62.0,702,4.28,4.34,2.65,E,VVS1,Good
88,88,0.24,60.7,58.0,554,4.07,4.04,2.46,H,VVS2,Premium
39672,39672,0.42,60.6,59.0,1087,4.85,4.78,2.92,G,VS2,Premium
15439,15439,1.2,61.4,58.0,6182,6.8,6.75,4.16,F,VS2,Premium
13034,13034,0.36,61.1,59.0,600,4.58,4.62,2.81,F,SI1,Premium
38640,38640,0.42,62.3,57.0,1040,4.83,4.8,3.0,E,VS1,Premium
11525,11525,1.12,61.9,58.0,5027,6.63,6.68,4.12,I,VS2,Premium
377,377,0.7,61.8,56.0,2810,5.63,5.7,3.5,F,VS1,Very Good
10620,10620,1.0,64.7,59.0,4829,6.22,6.15,4.0,F,VS2,Fair
18286,18286,1.03,60.7,56.0,7429,6.6,6.54,3.99,F,VS1,Ideal
